,icsa_code,URL,YEAR,CVES,CVES_URL,ATTENTION,VENDOR,EQUIPMENT,VULNERABILITIES,CRITICAL INFRAESTRUCTURE SECTOR,COUNTRIES\/AREAS DEPLOYED,COMPANY HEADQUARTERS LOCATION,CWES
48,ICSA-21-250-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-250-01,21,"['CVE-2021-20598', 'CVE-2021-20597', 'CVE-2021-20594']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20594', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20597', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20598', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20594', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20597', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-20597']",Exploitable remotely,Mitsubishi Electric Corporation,MELSEC iQ-R Series CPU Module,Not Found, Critical Manufacturing,Worldwide,Japan,"['200', '522', '645']"
49,ICSA-21-250-02,https://us-cert.cisa.gov//ics/advisories/icsa-21-250-02,21,['CVE-2021-35526'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-35526'],Low attack complexity,Hitachi ABB Power Grids,System Data Manager,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices.", Energy,Worldwide,Switzerland,['312']
50,ICSA-21-245-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-245-01,21,['CVE-2021-3156'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-3156'],Low attack complexity,"Sensormatic Electronics, LLC, a subsidiary of Johnson Controls, Inc.",Illustra,Not Found, Critical Manufacturing,Worldwide,Ireland,['193']
51,ICSA-21-245-02,https://us-cert.cisa.gov//ics/advisories/icsa-21-245-02,21,['CVE-2021-33011'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33011'],Exploitable remotely/low attack complexity,JTEKT Corporation,TOYOPUC products,Not Found, Critical Manufacturing,Worldwide,Japan,['770']
52,ICSA-21-245-03,https://us-cert.cisa.gov//ics/advisories/icsa-21-245-03,21,['CVE-2021-38408'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38408'],Exploitable remotely/low attack complexity,Advantech,WebAccess,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems","East Asia, Europe, United States",Taiwan,['121']
53,ICSA-21-243-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-243-01,21,[],[],Exploitable remotely/low attack complexity,"Sensormatic Electronics, LLC., a subsidiary of Johnson Controls, Inc.",KT-1,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices.", Critical Manufacturing,Worldwide,Ireland,['1104']
54,ICSMA-20-254-01,https://us-cert.cisa.gov//ics/advisories/icsma-20-254-01,20,"['CVE-2020-16220', 'CVE-2020-16224', 'CVE-2020-16218', 'CVE-2020-16222', 'CVE-2020-16228', 'CVE-2020-16214', 'CVE-2020-16212', 'CVE-2020-16216']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16214', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16218', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16222', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16228', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16224', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16220', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16216', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-16212']",Low attack complexity,Philips,Implement physical security controls to prevent unauthorized login attempts on the PIC iX application. Servers should be kept in controlled locked data centers. Access to equipment at nurses’ stations should be controlled and monitored.,Not Found, Healthcare and Public Health,Worldwide,Netherlands,"['1236', '79', '287', '299', '130', '1286', '20', '668']"
55,ICSA-21-238-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-238-01,21,['CVE-2021-27663'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27663'],Exploitable remotely/low attack complexity,"Controlled Electronic Management Systems Ltd., a subsidiary of Johnson Controls Inc",CEM Systems AC2000,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Commercial Facilities, Critical Manufacturing",Worldwide,Ireland,['285']
56,ICSA-21-238-02,https://us-cert.cisa.gov//ics/advisories/icsa-21-238-02,21,['CVE-2021-32941'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32941'],Exploitable remotely/low attack complexity,Annke,N48PBB (NVR),"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing that VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize that VPN is only as secure as the connected devices."," Commercial Facilities, Critical Manufacturing",Worldwide,Ireland,['121']
57,ICSA-21-238-03,https://us-cert.cisa.gov//ics/advisories/icsa-21-238-03,21,"['CVE-2021-33003', 'CVE-2021-38390', 'CVE-2021-32955', 'CVE-2021-32991', 'CVE-2021-32967', 'CVE-2021-32983', 'CVE-2021-38391', 'CVE-2021-38393']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33003', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32967', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32955', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32983', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38390', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38391', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-38393', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32991']",Exploitable remotely/low attack complexity,Delta Electronics,DIAEnergie,Not Found, Critical Manufacturing,Worldwide,Taiwan,"['916', '288', '434', '89', '89', '89', '89', '352']"
58,ICSA-21-238-04,https://us-cert.cisa.gov//ics/advisories/icsa-21-238-04,21,['CVE-2021-33019'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33019'],Low attack complexity,Delta Electronics,DOPSoft,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices.", Critical Manufacturing,Worldwide,Taiwan,['121']
59,ICSA-21-236-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-236-01,21,"['CVE-2020-26140', 'CVE-2020-26142', 'CVE-2020-26145', 'CVE-2020-26144', 'CVE-2020-26139', 'CVE-2020-26146', 'CVE-2020-26143', 'CVE-2020-26141', 'CVE-2020-24588', 'CVE-2020-24586', 'CVE-2020-24587', 'CVE-2020-26147']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-24586', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-24587', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-24588', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26139', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26140', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26141', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26142', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26143', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26144', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26145', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26146', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-26147']",Low attack complexity,Hitachi ABB Power Grids,TropOS,Not Found," Critical Manufacturing, Energy",Worldwide,Switzerland,"['74', '326', '306', '287', '74', '354', '74', '20', '20', '20', '20', '74']"
60,ICSA-21-236-02,https://us-cert.cisa.gov//ics/advisories/icsa-21-236-02,21,['CVE-2021-35529'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-35529'],Exploitable remotely,Hitachi ABB Power Grids,Retail Operations and Counterparty Settlement Billing (CSB),"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices."," Critical Manufacturing, Energy",Worldwide,Switzerland,['522']
61,ICSA-21-236-03,https://us-cert.cisa.gov//ics/advisories/icsa-21-236-03,21,['CVE-2021-33007'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33007'],Low attack complexity,Delta Electronics,TPEditor,Not Found, Critical Manufacturing,Worldwide,Taiwan,['122']
62,ICSA-21-168-03,https://us-cert.cisa.gov//ics/advisories/icsa-21-168-03,21,"['CVE-2021-32956', 'CVE-2021-32954']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32956', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32954']",Exploitable remotely/low attack complexity,Advantech,WebAccess/SCADA,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems","East Asia, Europe, United States",Taiwan,"['601', '23']"
63,ICSA-21-231-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-231-01,21,"['CVE-2021-32963', 'CVE-2021-32979', 'CVE-2021-32959', 'CVE-2021-32999', 'CVE-2021-32971', 'CVE-2021-32987']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32959', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32963', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32979', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32971', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32987']",Exploitable remotely/low attack complexity,"AVEVA Software, LLC",SuiteLink Server,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices."," Chemical, Critical Manufacturing, Energy, Food and Agriculture, and Water and Wastewater Systems",Worldwide,United Kingdom,"['122', '476', '476', '476', '476', '755']"
64,ICSA-21-119-04,https://us-cert.cisa.gov//ics/advisories/icsa-21-119-04,21,"['CVE-2021-31572', 'CVE-2021-27502', 'CVE-2021-26706', 'CVE-2021-27439', 'CVE-2021-22156', 'CVE-2021-3420', 'CVE-2021-22680', 'CVE-2020-13603', 'CVE-2021-22684', 'CVE-2021-27429', 'CVE-2021-27425', 'CVE-2021-27427', 'CVE-2021-27435', 'CVE-2020-28895', 'CVE-2021-27431', 'CVE-2021-26461', 'CVE-2021-31571', 'CVE-2021-27417', 'CVE-2021-30636', 'CVE-2021-22636', 'CVE-2021-27433', 'CVE-2020-35198', 'CVE-2021-27421', 'CVE-2021-27504', 'CVE-2021-27411', 'CVE-2021-27419']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-30636', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27431', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27433', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27435', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27427', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22684', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27439', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27425', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-26461', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35198', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-28895', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31571', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-31572', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27417', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-3420', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27421', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22680', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27419', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27429', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22636', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27504', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27502', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27411', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-13603', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-22156']",Exploitable remotely/low attack complexity,Apply available vendor updates.,Multiple,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices.", Multiple,Worldwide,Multiple,"['190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190', '190']"
65,ICSA-21-229-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-229-01,21,['CVE-2021-28372'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-28372'],Exploitable remotely/low attack complexity,ThroughTek,Kalay P2P SDK,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices.", Communications,Worldwide,Taiwan,['284']
66,ICSA-21-229-02,https://us-cert.cisa.gov//ics/advisories/icsa-21-229-02,21,['CVE-2021-32951'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32951'],Exploitable remotely/low attack complexity,Advantech,WebAccess/NMS,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems","East Asia, Europe, United States",Taiwan,['287']
67,ICSA-21-229-03,https://us-cert.cisa.gov//ics/advisories/icsa-21-229-03,21,"['CVE-2021-33001', 'CVE-2021-33025', 'CVE-2021-33021']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33021', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33001', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33025']",Exploitable remotely/low attack complexity,xArrow,xArrow SCADA,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices."," Critical Manufacturing, Energy, Water and Wastewater Systems",Worldwide,China,"['79', '79', '22']"
68,ICSA-21-224-01,https://us-cert.cisa.gov//ics/advisories/icsa-21-224-01,21,['CVE-2021-32935'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32935'],Exploitable remotely/low attack complexity,Cognex,In-Sight OPC Server,Not Found, Critical Manufacturing,Worldwide,United States,['502']
69,ICSA-21-224-02,https://us-cert.cisa.gov//ics/advisories/icsa-21-224-02,21,"['CVE-2021-33015', 'CVE-2021-32995', 'CVE-2021-32975']","['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32995', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33015', 'http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-32975']",Low attack complexity,Horner Automation,Cscape,Not Found, Critical Manufacturing,Worldwide,United States,"['787', '824', '125']"
70,ICSA-21-182-02,https://us-cert.cisa.gov//ics/advisories/icsa-21-182-02,21,['CVE-2021-27660'],['http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-27660'],Exploitable remotely/low attack complexity,"Sensormatic Electronics, LLC, a subsidiary of Johnson Controls",C-CURE 9000,"When remote access is required, use secure methods, such as Virtual Private Networks (VPNs), recognizing VPNs may have vulnerabilities and should be updated to the most current version available. Also recognize VPN is only as secure as its connected devices.", Critical Manufacturing,Worldwide,Ireland,['20']
